"Nomor,""Bab"",""Matan.""";;;;;;;;;;;;;
"5032,""Perhiasan"",""Apakah engkau mempunyai isteri? aku mendengar, Aku mendengar, Tidak. Beliau bersabda: Cucilah, kemudian cuci lagi dan jangan kamu ulangi. """;;;;;;;;;;;;;
"5033,""Perhiasan"",""Pergi dan cucilah, kemudian cuci lagi dan jangan engkau ulangi. Telah mengabarkan kepada kami Muhammad Ibnul Mutsanna ia berkata"; telah menceritakan kepada kami Abu Dawud ia berkata;" telah menceritakan kepada kami Syu'bah dari 'Atha dari ibnu Amru dari Se""";;;;;;;;;;;
"5034,""Perhiasan"",""Cucilah dan jangan engkau ulangi (melumuri dengan wewangian yang berwarna), kemudian cucilah dan jangan engkau ulangi, kemudian cucilah dan jangan engkau ulangi. Ya'la berkata";" Lalu aku mencucinya dan tidak mengulangi, kemudian aku mencucinya dan tidak me""";;;;;;;;;;;;
"5035,""Perhiasan"",""Pergi dan cucilah, kemudian cucilah, kemudian cucilah dan jangan engkau ulangi. Ya'la berkata";" Kemudian aku pergi dan mencucinya, kemudian aku mencuci dan mencucinya lagi, setelah itu aku tidak mengulanginya lagi. """;;;;;;;;;;;;
"5036,""Perhiasan"",""Wanita mana saja yang memakai minyak wangi kemudian melintas pada suatu kaum agar mereka mencium baunya, maka ia adalah pezina.""";;;;;;;;;;;;;
"5037,""Perhiasan"",""Jika seorang wanita ingin pergi ke masjid, maka hendaklah ia membersihkan wewangiannya layaknya ia mandi besar, secara ringkas.""";;;;;;;;;;;;;
"5038,""Perhiasan"",""Wanita mana saja yang memakai wewangian, maka janganlah ia ikut shalat isya yang akhir bersama kami. 'Abdurrahman berkata";" Aku tidak mengetahui seorang pun yang menguatkan (riwayat) Yazid bin Khushaifah dari Busyr bin Sa'id, atas perkataannya dari Abu Hur""";;;;;;;;;;;;
"5039,""Perhiasan"",""Jika salah seorang dari kalian ikut shalat isya, maka jangan memakai minyak wangi. """;;;;;;;;;;;;;
"5040,""Perhiasan"",""Jika salah seorang dari kalian ikut shalat isya, maka jangan memakai minyak wangi. Hadits Yahya dan Jarir lebih utama (shahih) dari hadits Wuhaib bin Khalid. Waallahu 'alam.""";;;;;;;;;;;;;
"5041,""Perhiasan"",""Siapapun dari kalian yang datang ke masjid, maka jangan sekali-kali memakai wewangian.""";;;;;;;;;;;;;
"5042,""Perhiasan"",""memerintahkannya agar ia tidak memakai wewangian jika ingin pergi shalat isya yang akhir.""";;;;;;;;;;;;;
"5043,""Perhiasan"",""Jika seorang wanita ingin  menghadiri shalat isya yang akhir, maka janganlah ia memakai wewangian.""";;;;;;;;;;;;;
"5044,""Perhiasan"",""Jika salah seorang dari kalian ingin menghadiri shalat, maka janganlah memakai wewangian. 'Abdurrahman berkata";" Hadits dari Az Zuhri ini tidak kuat.""";;;;;;;;;;;;
"5045,""Perhiasan"",""Beginilah kebiasaan Rasulullah Shallallahu 'alaihi wa Sallam saat memakai minyak wangi. """;;;;;;;;;;;;;
"5046,""Perhiasan"",""Jika kalian ingin mengenakan perhiasan surga dan kain suteranya, maka janganlah kalian memakainya di dunia.""";;;;;;;;;;;;;
"5047,""Perhiasan"",""tidakkah kalian itu memakai perhiasan perak, sesungguhnya tidak ada seorang perempuan yang memakai perhiasan emas kemudian ditampakkan (di depan orang laki-laki) kecuali wanita itu akan di siksa oleh Allah karenanya.""";;;;;;;;;;;;;
"5048,""Perhiasan"",""tidakkah kalian itu memakai perhiasan perak, sesungguhnya tidak ada seorang perempuan yang memakai perhiasan emas kemudian ditampakkan (di depan orang laki-laki) kecuali wanita itu akan di siksa oleh Allah karenanya.""";;;;;;;;;;;;;
"5049,""Perhiasan"",""Wanita mana saja yang berhias -yakni dengan kalung-, maka akan dibuatkan untuknya yang seperti itu pula dari api neraka. Dan wanita mana saja yang memasang pada telinganya anting dari emas, maka pada hari kiamat nanti Allah akan memasangkan pada telingany""";;;;;;;;;;;;;
"5050,""Perhiasan"",""Segala puji bagi Allah yang telah menyelamatkan Fatimah dari neraka. Telah mengabarkan kepada kami Sulaiman bin Salm ?Al balkhi ia berkata"; telah menceritakan kepada kami An Nadlr bin Syumail ia berkata;" telah menceritakan kepada kami Hisyam dari Yahya da""";;;;;;;;;;;
"5051,""Perhiasan"",""Apa yang menghalangi salah seorang dari kalian untuk mengenakan dua anting dari perak, lalu memberinya warna dengan za'faran, atau 'abir (parfum). namun dengan lafadz Ibnu Harb.""";;;;;;;;;;;;;
"5052,""Perhiasan"",""seandainya engkau lepas ini lalu engkau mengenakan dua gelang dari perak dan engkau olesi dengan za'faran maka itu lebih baik. Abu 'Abdurrahman berkata";" Hadits ini tidak terjaga. Waallahu a'lam.""";;;;;;;;;;;;
"5053,""Perhiasan"",""Sesungguhnya kedua benda ini haram untuk kaum laki-laki dari umatku.""";;;;;;;;;;;;;
"5054,""Perhiasan"",""Sesungguhnya kedua benda ini haram untuk kaum laki-laki dari umatku.""";;;;;;;;;;;;;
"5055,""Perhiasan"",""Sesungguhnya kedua benda ini haram untuk kaum laki-laki dari umatku. 'Abdurrahman berkata";" Hadits Ibnul Mubarak lebih benar, kecuali ucapannya 'Aflah', sebab Abu Aflah lebih mirip. Waallahu 'alam. """;;;;;;;;;;;;
"5056,""Perhiasan"",""Ini diharamkan untuk umatku yang laki-laki.""";;;;;;;;;;;;;
"5057,""Perhiasan"",""Emas dan sutra dihalalkan bagi para wanita dari umatku dan diharamkan bagi para lelakinya.""";;;;;;;;;;;;;
"5058,""Perhiasan"",""melarang mengenakan sutera dan emas kecuali sepotong kecil. Abdul Wahhab menyelisihi riwayat ini, ia meriwayatkannya dari Khalid, dari Maimun, dari Abu Qilabah. """;;;;;;;;;;;;;
"5059,""Perhiasan"",""melarang mengenakan sutera dan emas kecuali sepotong lecil, serta menaiki pelana yang dialasi sutera.""";;;;;;;;;;;;;
"5060,""Perhiasan"",""telah melarang untuk memakai emas kecuali sepotong kecil? mereka menjawab, Tentu.""";;;;;;;;;;;;;
"5061,""Perhiasan"",""telah melarang memakai emas  kecuali potongan kecil? mereka menjawab, Tentu. Yahya bin Abu Katsir menyelisihinya berdasar pada perselisihan yang terjadi antara sahabatnya.""";;;;;;;;;;;;;
"5062,""Perhiasan"",""apakah Rasulullah Shallallahu 'alaihi wa Sallam telah melarang memakai emas? mereka menjawab, Ya. Ia berkata";" Aku juga bersaksi. Harb bin Syaddad menyelisihi, ia meriwayatkannya dari Yahya, dari Abu Syaikh, dari saudaranya Himman.""";;;;;;;;;;;;
"5063,""Perhiasan"",""apakah Rasulullah Shallallahu 'alaihi wa Sallam telah melarang memakai emas? mereka menjawab, Ya. Ia berkata";" Aku juga bersaksi. ?Al Auza'I menyelisihinya atas dasar perselisihan yang terjadi antara dirinya dengan para sahabatnya berkenaan dengan hadits t""";;;;;;;;;;;;
"5064,""Perhiasan"",""melarang dari memaki emas? mereka menjawab, Ya. Ia berkata";" Aku juga bersaksi.""";;;;;;;;;;;;
"5065,""Perhiasan"",""melarang dari memaki emas? mereka menjawab, Ya. Ia berkata";" Aku juga bersaksi.""";;;;;;;;;;;;
"5066,""Perhiasan"",""melarang dari memaki emas? mereka menjawab, Ya. Ia berkata";" Aku juga bersaksi.""";;;;;;;;;;;;
"5067,""Perhiasan"",""melarang dari memaki emas? mereka menjawab, Ya. Ia berkata"; Aku juga bersaksi. 'Abdurrahman berkata;" Umarah lebih hafal dari Yahya, dan haditsnya lebih benar.""";;;;;;;;;;;
"5068,""Perhiasan"",""telah melarang untuk memakai kain sutera? mereka menjawab, Ya, sudah. Mu'awiyah berkata";" Dan melarang juga dari memakai emas kecuali hanya sepotong kecil? mereka menjawab, Ya, sudah. Ali bin Ghurab menyelisihi (riwayat)nya, ia meriwayatkan dari Baihas, da""";;;;;;;;;;;;
"5069,""Perhiasan"",""mengenakan emas kecuali hanya sepotong kecil. Abu 'Abdurrahman berkata";" Hadits An Nadlr lebih mendekati kebenaran. Wallahu Ta'ala a'lam.""";;;;;;;;;;;;
"5070,""Perhiasan"",""Maka Nabi Shallallahu 'alaihi wa Sallam memerintahkannya untuk memakai hidung dari emas. """;;;;;;;;;;;;;
"5071,""Perhiasan"",""Maka Nabi Shallallahu 'alaihi wa Sallam memerintahkan kepadanya untuk memakai hidung dari emas. """;;;;;;;;;;;;;
"5072,""Perhiasan"",""Orang yang lebih baik darimu telah melihatnya, dan ia tidak mencelanya.  Umar berkata";" Siapa itu? Shuhaib menjawab, Rasulullah Shallallahu 'alaihi wa Sallam.""";;;;;;;;;;;;
"5073,""Perhiasan"",""Aku pernah mengenakan cincin emas ini, namun sekarang aku tidak akan mengenakannya. Beliau lantas membuangnya hingga orang-orang pun ikut membuangnya.""";;;;;;;;;;;;;
"5074,""Perhiasan"",""Nabi Shallallahu 'alaihi wa Sallam melarangku memakai cincin emas, ?Al Qasi (pakaian yang bersulam sutera), bantal pelana yang terbuat dari sutera, dan ?Al Ji'ah (minuman dari perasan gandum).""";;;;;;;;;;;;;
"5075,""Perhiasan"",""Melarang untuk memakai cincin emas, ?Al Qasi (pakaian yang bersulam sutera), bantal pelana yang terbuat dari sutera, dan ?Al Ji'ah (minuman dari perasan gandum).""";;;;;;;;;;;;;
"5076,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarang memakai gelang emas, bantalan pelana yang terbuat dari sutera, pakaian yang bersulam sutera dan dari minuman yang terbuat dari perasan tepung dan gandum. Dan Ali juga menyebutkan kerasnya larangan itu. Dan""";;;;;;;;;;;;;
"5077,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku memakai gelang emas, kain yang bersulam sutera, kain pelapis pelana yang terbuat dari sutera dan minuman yang terbuat dari perasan gandum. 'Abdurrahman berkata";" Hadits sebelumnya lebih mendekati kebenara""";;;;;;;;;;;;
"5078,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam pernah melarangmu untuk melakukannya! Ali berkata";" Beliau melarang aku dari Ad Duba, ?Al Hantam, gelang emas, mengenakan sutera, kain yang bersulam sutera, dan kain pelapis pelana yang terbuat dari sutera.""";;;;;;;;;;;;
"5079,""Perhiasan"",""Beliau melarang aku dari Ad Duba, ?Al Hantam, An Naqir, minuman yang terbuat dari perasan gandum, gelang emas, memakai sutera, dan pelapis pelana yang terbuat dari sutera.""";;;;;;;;;;;;;
"5080,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarang kami dari Ad Duba, ?Al hantam, ? minuman yang terbuat dari perasan gandum, gelang emas, memakai sutera, dan pelapis pelana yang terbuat dari sutera.   'Abdurrahman berkata";" Hadits Marwan dan Abdul Wahid le""";;;;;;;;;;;;
"5081,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari tiga hal -aku tidak mengatakan kalau beliau melarang manusia-, beliau melarangku dari memakai cincin emas, memakai pakaian yang bersulam sutera, melumuri pakaian dengan wewangian yang berwarna dan m""";;;;;;;;;;;;;
"5082,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku -dan aku tidak mengatakan beliau melarang kalian- dari memakai cincin emas, memakai pakaian yang bersulam sutera, melumuri pakaian dengan wewangian yang menyengat dan berwarna kuning, serta membaca Al-Qu""";;;;;;;;;;;;;
"5083,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari membaca Al-Qur'an saat aku rukuk, memakai pakaian emas dan kain yang dicelup dengan warna kuning.""";;;;;;;;;;;;;
"5084,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku -dan aku tidak mengatakan beliau melarang kalian- dari cincin emas, kain yang bersulam sutera, kain yang diselup dengan warna kuning dan agar aku tidak membaca Al-Qur'an saat rukuk.""";;;;;;;;;;;;;
"5085,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari memakai cincin emas, kain yang dicelup dengan warna kuning, kain yang bersulam sutera dan dari membaca Al-Qur'an saat rukuk.""";;;;;;;;;;;;;
"5086,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari memakai kain yang bersulam sutera, kain yang dicelup dengan warna kuning dan memakai cincin emas.""";;;;;;;;;;;;;
"5087,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari empat hal";" memakai cincin emas, memakai kain yang bersulam sutera, membaca ? Al-Qur'an saat rukuk, dan kain yang dicelup dengan warna kuning. Ayyub setuju dengan riwayat hadits tersebut, hanya saja """;;;;;;;;;;;;
"5088,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari memakai kain yang dicelup dengan warna kuning, memakai kain yang bersulam sutera, memakai cincin emas dan membaca ? Al-Qur'an saat rukuk. Perselisihan itu terjadi antara Yahya bin Abu Katsir.""";;;;;;;;;;;;;
"5089,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari kain yang dicelup dengan warna kuning, memakai kain yang bersulam sutera dan membaca ? Al-Qur'an saat rukuk. Riwayat ini diselisihi oleh ?Al Laits bin Sa'd.""";;;;;;;;;;;;;
"5090,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarang dari kain yang dicelup dengan warna kuning, memakai kain yang bersulam sutera, dan membaca ? Al-Qur'an saat rukuk. Telah mengabarkan kepada kami Mahmud bin Khalid ia berkata";" telah menceritakan kepada kami""";;;;;;;;;;;;
"5091,""Perhiasan"",""Nabi Shallallahu 'alaihi wa Sallam melarang dari memakai kain yang bersulam sutera, memakai sutera, memakai cincin emas, dan membaca ? Al-Qur'an saat rukuk. Namun ia tidak memarfu'kan hadits ini.""";;;;;;;;;;;;;
"5092,""Perhiasan"",""Beliau melarang dari pelapis pelana yang terbuat dari sutera, memakai kain yang bersulam sutera dan memakai cincin emas.""";;;;;;;;;;;;;
"5093,""Perhiasan"",""Beliau melarang dari pelapis pelana yang terbuat dari sutera, memakai kain yang bersulam sutera dan memakai cincin emas.""";;;;;;;;;;;;;
"5094,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku dari memakai cincin emas.""";;;;;;;;;;;;;
"5095,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarang dari memakai kain sutera, memakai cincin emas dan minum dengan menggunakan ?Al hantam.""";;;;;;;;;;;;;
"5096,""Perhiasan"",""Engkau datang kepadaku sementara di tanganmu ada bara dari neraka.""";;;;;;;;;;;;;
"5097,""Perhiasan"",""Aku tidak menyuruhmu seperti itu, tapi aku ingin agar kamu menjualnya hingga engkau dapat memanfaatkan hasil penjualannya. Ini adalah hadits munkar.""";;;;;;;;;;;;;
"5098,""Perhiasan"",""Tidaklah cincin itu engkau perlihatkan kepada kami, kecuali kami akan membuatmu sakit, atau akan memaksamu untuk membuangnya. Riwayat ini diselisihi oleh Yunus, ia meriwayatkan dari Az Zhuri, dari Abu Idris secara mursal. Telah menceritakan kepada kami Ah""";;;;;;;;;;;;;
"5099,""Perhiasan"",""sebuah cincin melingkar pada jari seorang laki-laki hingga beliau memukul tangannya. Laki-laki itu pun membuang cincinnya. Telah mengabarkan kepadaku Abu Bakr Ahmad bin Ali ?Al Marwazi ia berkata"; telah menceritakan kepada kami ?Al Warkani ia berkata;" tel""";;;;;;;;;;;
"5100,""Perhiasan"",""Perak, dan jangan engkau genapkan (nilai cincin itu) menjadi satu mitsqal.""";;;;;;;;;;;;;
"5101,""Perhiasan"",""memakai cincin dari perak, mata cincinnya dari Habsyah dan diukir padanya";" Muhammad Rasulullah.""";;;;;;;;;;;;
"5102,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam memiliki cincin perak yang dipakai ditangan kanan, dan mata cincinnya dari Habasyah. Beliau menjadikan mata cincinnya (menghadap) pada telapak bagian dalam.""";;;;;;;;;;;;;
"5103,""Perhiasan"",""Cincin Rasulullah Shallallahu 'alaihi wa Sallam adalah perak, dan mata cincinnya juga terbuat darinya.""";;;;;;;;;;;;;
"5104,""Perhiasan"",""Cincin Nabi Shallallahu 'alaihi wa Sallam adalah dari perak, dan mata cincinnya juga terbuat darinya.""";;;;;;;;;;;;;
"5105,""Perhiasan"",""Cincin Nabi Shallallahu 'alaihi wa Sallam adalah dari perak, dan mata cincinnya juga terbuat darinya.""";;;;;;;;;;;;;
"5106,""Perhiasan"",""Beliau kemudian mengambil cincin dari perak, dan seakan aku melihat putihnya cincin tersebut melingkar di tangannya. Dan pada cinicn tersebut bertuliskan 'Muhammad Rasulullah'.""";;;;;;;;;;;;;
"5107,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam mengakhirkan shalat isya yang akhir hingga berlalu tengah malam. Kemudian, beliau keluar dan shalat bersama kami, dan seakan aku melihat putihnya cincin perak yang melingkar di tangan beliau.""";;;;;;;;;;;;;
"5108,""Perhiasan"",""Nabi Shallallahu 'alaihi wa Sallam memakai cincinnya di tangan kanan.""";;;;;;;;;;;;;
"5109,""Perhiasan"",""memakai cincin di tangan kanannya.""";;;;;;;;;;;;;
"5110,""Perhiasan"",""cincin Nabi Shallallahu 'alaihi wa Sallam itu dari besi yang dilapisi perak. Ia berkata, """;;;;;;;;;;;;;
"5111,""Perhiasan"",""Karena di tanganmu ada bara dari api neraka. laki-laki itu berkata, Kalau begitu aku datang dengan membawa bara yang banyak! beliau bersabda: Apa yang engkau bawa itu tidaklah lebih hina bagi kami dari bebatuan di Harrah, itu hanyalah perhiasan dunia. Lak""";;;;;;;;;;;;;
"5112,""Perhiasan"",""Barangsiapa ingin membuat cincin silahkan melakukannya, namun jangan mengukir pada ukirannya (jangan mengukir dengan nama 'Muhammad Rasulullah').""";;;;;;;;;;;;;
"5113,""Perhiasan"",""Kami memakai cincin dan telah memberinya ukiran, maka janganlah seseorang membuat ukiranya sepertinya (ukiran 'Muhammad Rasulullah'). Ali berkata, Seakan aku melihat putihnya cincin beliau yang berada di tangan.""";;;;;;;;;;;;;
"5114,""Perhiasan"",""Janganlah kalian menggunakan api orang musyrikin sebagai penerangan (minta pendapat dari mereka), dan jangan engkau ukir cincinmu dengan bahasa arab (Muhammad Rasulullah). """;;;;;;;;;;;;;
"5115,""Perhiasan"","" Beliau juga melarangku memakai cincin pada jari yang ini dan ini. Ali berisyarat -yakni dengan jari telunjuk dan jari tengah-.""";;;;;;;;;;;;;
"5116,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarangku untuk memakai cincin di jari ini dan ini, yaitu jari telunjuk dan jari tengah. Ini adalah lafadz Ibnul Mutsanna.""";;;;;;;;;;;;;
"5117,""Perhiasan"",""Dan beliau melarangku untuk meletakkan cincin di jari ini dan ini -Bisyr berisyarat pada jari telunjuk dan jari tengah-. Ia berkata, Ashim berpendapat dengan salah satu dari keduanya (antara jari telunjuk dan jari tengah)""";;;;;;;;;;;;;
"5118,""Perhiasan"",""Jika Rasulullah Shallallahu 'alaihi wa Sallam masuk ke dalam WC, beliau melepas cincinnya. """;;;;;;;;;;;;;
"5119,""Perhiasan"",""Aku tidak akan memakainya untuk selama-lamanya. Orang-orang pun membuang cincin mereka.""";;;;;;;;;;;;;
"5120,""Perhiasan"",""Aku tidak akan memakai selamanya.""";;;;;;;;;;;;;
"5121,""Perhiasan"",""Tidak sepantasnya seseorang membuat ukiran sebagaimana ukiranku. Kemudian beliau menghadapkan mata cincinnya ke arah telapak tangan.""";;;;;;;;;;;;;
"5122,""Perhiasan"",""Maka Rasulullah pun membuangnya, dan aku tidak tahu apa yang dilakukan oleh beliau. Kemudian beliau memerintahkan untuk membuat cincin dari perak dan memerintahkan untuk memberi ukiran 'Muhammad Rasulullah'. Cincin itu ada di tangan Rasulullah Shallallahu""";;;;;;;;;;;;;
"5123,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam memakai cincin dari emas, dan mata cincinnya menghadap ke arah telapak tangannya. Lalu orang-orang ikut memakai cincin dari emas, maka Rasulullah Shallallahu 'alaihi wa Sallam pun membuang cincinnya dan diikuti ole""";;;;;;;;;;;;;
"5124,""Perhiasan"",""Malaikat tidak akan menyertai rombongan yang pada mereka terdapat genta.' Berapa banyak genta yang engkau lihat bersama mereka?""";;;;;;;;;;;;;
